PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P09210	P09210	1	0	Structure	2vct	1	B	0	99.5	99.5	2	222	-	A	0	99.5	99.5	2	222	-	P09210-P09210-EXP-2vct.pdb1-B-0-A-0.pdb
P09210	Q7RTV2	1	0	Model	2vct	3	F	0	99.5	99.5	2	222	-	E	0	88.7	99.5	2	222	-	P09210-Q7RTV2-MDL-2vct.pdb3-F-0-E-0.pdb
P09211	P09211	1	0	Structure	5j41	1	B	0	100.0	99.0	3	210	-	A	0	100.0	99.5	2	210	-	P09211-P09211-EXP-5j41.pdb1-B-0-A-0.pdb
P09234	P62318	1	0	Structure	4pjo	1	L	0	100.0	33.3	2	54	-	A	0	100.0	66.7	1	84	-	P09234-P62318-EXP-4pjo.pdb1-L-0-A-0.pdb
P09237	P09237	1	0	Structure	2y6d	1	A	0	96.4	61.8	95	259	-	A	1	96.4	61.8	95	259	-	P09237-P09237-EXP-2y6d.pdb1-A-0-A-1.pdb
P09238	P09238	1	0	Structure	1q3a	1	B	0	99.4	33.6	104	263	-	A	0	97.5	33.4	105	263	-	P09238-P09238-EXP-1q3a.pdb1-B-0-A-0.pdb
P09238	P16035	1	0	Structure	4ilw	1	D	0	100.0	33.4	105	263	-	A	0	100.0	82.7	27	208	-	P09238-P16035-EXP-4ilw.pdb1-D-0-A-0.pdb
P09326	Q9BZW8	1	0	Model	2ptt	1	A	0	48.6	42.8	28	131	-	B	0	42.7	28.4	22	126	-	P09326-Q9BZW8-MDL-2ptt.pdb1-A-0-B-0.pdb
P09327	P09327	1	0	Model	1d0n	2	B	3	51.2	85.1	17	720	-	A	3	51.2	85.1	17	720	-	P09327-P09327-MDL-1d0n.pdb2-B-3-A-3.pdb
P09341	P09341	1	0	Structure	1mgs	-	B	-	100.0	68.2	35	107	-	A	-	100.0	68.2	35	107	-	P09341-P09341-EXP-pdb1mgs.ent-B-0-A-0.pdb
P09341	P42830	1	0	Model	3n52	3	B	0	65.7	65.4	37	106	-	D	0	52.9	61.4	41	110	-	P09341-P42830-MDL-3n52.pdb3-B-0-D-0.pdb
P09341	P51671	1	0	Dom_dom_model	1qnk	-	B	-	90.0	54.2	42	100	IL8	A	-	21.7	59.8	31	88	IL8	P09341-P51671-MDD-IL8-IL8-1qnk-B-7-66-A-7-66.pdb
P09341	P80162	1	0	Model	3n52	3	B	0	65.7	65.4	37	106	-	D	0	54.3	61.4	41	110	-	P09341-P80162-MDL-3n52.pdb3-B-0-D-0.pdb
P09382	P09382	1	0	Structure	4q27	1	B	0	97.7	98.5	3	135	-	A	0	97.7	98.5	2	134	-	P09382-P09382-EXP-4q27.pdb1-B-0-A-0.pdb
P09417	P09417	1	0	Structure	1hdr	1	A	0	100.0	96.7	9	244	-	A	1	100.0	96.7	9	244	-	P09417-P09417-EXP-1hdr.pdb1-A-0-A-1.pdb
P09466	P09466	1	0	Structure	4r0b	1	A	0	99.3	85.0	26	178	-	A	1	99.3	85.0	26	178	-	P09466-P09466-EXP-4r0b.pdb1-A-0-A-1.pdb
P09467	P09467	1	0	Structure	5q09	1	D	0	96.9	96.7	10	336	-	A	0	97.2	96.7	10	336	-	P09467-P09467-EXP-5q09.pdb1-D-0-A-0.pdb
P09471	P18545	1	0	Model	1fqj	1	A	0	67.7	89.5	32	348	-	C	0	100.0	43.7	50	87	-	P09471-P18545-MDL-1fqj.pdb1-A-0-C-0.pdb
P09471	P28222	1	0	Structure	6g79	1	A	0	58.0	98.9	5	354	-	S	0	76.5	87.4	45	385	-	P09471-P28222-EXP-6g79.pdb1-A-0-S-0.pdb
P09471	P49795	1	0	Model	1agr	1	A	0	72.4	98.9	5	354	-	E	0	45.5	56.7	80	202	-	P09471-P49795-MDL-1agr.pdb1-A-0-E-0.pdb
P09471	P62873	1	0	Structure	6oik	1	A	0	60.7	99.2	4	354	-	B	0	100.0	99.4	3	340	-	P09471-P62873-EXP-6oik.pdb1-A-0-B-0.pdb
P09471	Q08116	1	0	Model	2gtp	2	B	0	73.4	89.5	32	348	-	C	0	100.0	63.2	73	204	-	P09471-Q08116-MDL-2gtp.pdb2-B-0-C-0.pdb
P09471	Q13956	1	0	Model	1fqj	1	A	0	67.7	89.5	32	348	-	C	0	94.7	45.8	46	83	-	P09471-Q13956-MDL-1fqj.pdb1-A-0-C-0.pdb
P09471	Q9NPQ8	1	0	Model	6tyl	1	B	0	79.5	48.0	185	354	-	A	0	85.6	92.7	1	492	-	P09471-Q9NPQ8-MDL-6tyl.pdb1-B-0-A-0.pdb
P09486	P09486	1	0	Structure	1bmo	1	B	0	100.0	76.9	71	303	-	A	0	100.0	76.9	71	303	-	P09486-P09486-EXP-1bmo.pdb1-B-0-A-0.pdb
P09488	P09488	1	0	Structure	1xw6	2	D	0	100.0	99.5	2	218	-	C	0	100.0	99.5	2	218	-	P09488-P09488-EXP-1xw6.pdb2-D-0-C-0.pdb
P09488	P21266	1	0	Model	3gtu	3	C	1	84.3	99.5	2	218	-	D	1	100.0	99.6	2	225	-	P09488-P21266-MDL-3gtu.pdb3-C-1-D-1.pdb
P09493	P09493	1	0	Structure	5kht	1	C	0	69.2	18.3	1	52	-	A	0	69.2	18.3	1	52	-	P09493-P09493-EXP-5kht.pdb1-C-0-A-0.pdb
P09493	P13805	1	0	Model	6kn8	1	Q	0	100.0	96.5	11	284	-	T	0	46.3	67.6	75	262	-	P09493-P13805-MDL-6kn8.pdb1-Q-0-T-0.pdb
P09493	P19429	1	0	Structure	6kn7	1	P	0	100.0	96.5	11	284	-	b	0	100.0	81.0	41	210	-	P09493-P19429-EXP-6kn7.pdb1-P-0-b-0.pdb
P09493	P45379	1	0	Structure	6kn8	1	W	0	100.0	96.5	11	284	-	a	0	72.4	58.4	109	282	-	P09493-P45379-EXP-6kn8.pdb1-W-0-a-0.pdb
P09493	P63316	1	0	Structure	6kn8	1	W	0	100.0	96.5	11	284	-	V	0	100.0	99.4	2	161	-	P09493-P63316-EXP-6kn8.pdb1-W-0-V-0.pdb
P09493	P67936	1	0	Model	2b9c	1	A	0	89.8	45.1	98	225	-	B	0	89.7	46.8	57	172	-	P09493-P67936-MDL-2b9c.pdb1-A-0-B-0.pdb
P09493	P68032	1	0	Model	6kn8	1	X	0	100.0	96.5	11	284	-	B	0	98.9	99.5	3	377	-	P09493-P68032-MDL-6kn8.pdb1-X-0-B-0.pdb
P09493	Q13426	1	0	Structure	3mud	1	D	0	75.0	14.1	1	40	-	B	0	92.5	43.5	2	147	-	P09493-Q13426-EXP-3mud.pdb1-D-0-B-0.pdb
P09493	Q15691	1	0	Structure	3mud	1	C	0	100.0	10.2	1	29	-	D	0	47.9	16.4	187	230	-	P09493-Q15691-EXP-3mud.pdb1-C-0-D-0.pdb
P09496	Q00610	1	0	Model	6sct	1	O	0	66.1	23.8	107	165	-	L	0	100.0	39.8	809	1474	-	P09496-Q00610-MDL-6sct.pdb1-O-0-L-0.pdb
P09496	Q9UM54	1	0	Structure	6e5n	1	A	0	100.0	6.5	46	61	-	B	0	100.0	6.3	1050	1131	-	P09496-Q9UM54-EXP-6e5n.pdb1-A-0-B-0.pdb
P09529	Q8NER5	1	0	Model	6mac	1	A	1	41.2	28.3	293	407	-	K	1	37.0	14.8	25	97	-	P09529-Q8NER5-MDL-6mac.pdb1-A-1-K-1.pdb
P09601	P09601	1	0	Structure	5btq	3	B	0	99.5	74.7	10	224	-	A	0	99.5	74.0	11	223	-	P09601-P09601-EXP-5btq.pdb3-B-0-A-0.pdb
P09603	P09603	1	0	Structure	5lxf	1	B	0	99.3	26.7	34	181	-	A	0	99.3	26.4	34	179	-	P09603-P09603-EXP-5lxf.pdb1-B-0-A-0.pdb
P09619	P09619	1	0	Structure	2l6w	1	B	0	100.0	3.4	526	563	-	A	0	100.0	3.4	526	563	-	P09619-P09619-EXP-2l6w.pdb1-B-0-A-0.pdb
P09619	P14778	1	0	Dom_dom_model	4yh7	-	A	-	13.3	6.4	217	293	Ig_3	B	-	31.4	6.5	71	107	Ig_6	P09619-P14778-MDD-Ig_3-Ig_6-4yh7-A-242-313-B-92-143.pdb
P09619	P16234	1	0	Model	4hvs	2	A	1	48.4	36.6	560	964	-	A	0	50.9	36.6	553	951	-	P09619-P16234-MDL-4hvs.pdb2-A-1-A-0.pdb
P09619	P19174	1	0	Structure	2pld	1	B	0	100.0	1.1	1018	1029	-	A	0	100.0	7.5	663	759	-	P09619-P19174-EXP-2pld.pdb1-B-0-A-0.pdb
P09619	P27986	1	0	Structure	1h9o	1	B	0	100.0	0.5	751	755	-	A	0	99.1	14.6	616	721	-	P09619-P27986-EXP-1h9o.pdb1-B-0-A-0.pdb
P09619	P35968	1	0	Model	4hvs	2	A	0	48.4	36.6	560	964	-	A	1	50.6	25.2	819	1160	-	P09619-P35968-MDL-4hvs.pdb2-A-0-A-1.pdb
P09619	P42229	1	0	Dom_dom_model	3gqi	-	A	-	37.7	23.1	601	956	Pkinase_Tyr	B	-	17.4	9.2	595	669	SH2	P09619-P42229-MDD-Pkinase_Tyr-SH2-3gqi-A-478-752-B-550-639.pdb
P09619	Q15262	1	0	Dom_dom_model	1cvs	-	D	-	15.5	6.6	225	302	I-set	C	-	20.5	4.9	206	278	I-set	P09619-Q15262-MDD-I-set-I-set-1cvs-D-160-247-C-160-247.pdb
P09619	Q92569	1	0	Model	1h9o	1	B	0	100.0	0.5	751	755	-	A	0	80.2	23.0	350	455	-	P09619-Q92569-MDL-1h9o.pdb1-B-0-A-0.pdb
P09619	Q9NRA1	1	0	Dom_dom_model	2x1w	-	M	-	22.0	6.5	217	294	Ig_3	B	-	23.6	23.5	250	337	PDGF	P09619-Q9NRA1-MDD-Ig_3-PDGF-2x1w-M-225-311-B-131-211.pdb
P09622	P09622	1	0	Structure	6i4r	1	B	0	99.8	93.1	36	509	-	A	0	99.8	92.7	38	509	-	P09622-P09622-EXP-6i4r.pdb1-B-0-A-0.pdb
P09622	P11182	1	0	Structure	3rnm	1	A	0	100.0	92.7	38	509	-	E	0	97.7	8.9	171	213	-	P09622-P11182-EXP-3rnm.pdb1-A-0-E-0.pdb
P09651	P09651	1	0	Structure	6bxx	1	A	6	100.0	1.6	243	248	-	A	7	100.0	1.6	243	248	-	P09651-P09651-EXP-6bxx.pdb1-A-6-A-7.pdb
P09651	P22626	1	0	Model	6dbp	1	B	0	50.0	21.0	15	92	-	A	0	48.2	23.5	22	104	-	P09651-P22626-MDL-6dbp.pdb1-B-0-A-0.pdb
P09651	P31942	1	0	Dom_dom_model	5kwq	-	B	-	19.7	17.2	16	80	RRM_1	A	-	18.2	18.2	19	82	RRM_1	P09651-P31942-MDD-RRM_1-RRM_1-5kwq-B-114-186-A-114-186.pdb
P09651	P51991	1	0	Model	6dbp	1	B	0	50.0	21.0	15	92	-	A	0	49.4	22.0	36	118	-	P09651-P51991-MDL-6dbp.pdb1-B-0-A-0.pdb
P09651	P62995	1	0	Model	5im0	1	A	0	48.0	20.2	15	89	-	B	0	42.3	23.3	124	190	-	P09651-P62995-MDL-5im0.pdb1-A-0-B-0.pdb
P09651	Q86U42	1	0	Dom_dom_model	5ifm	-	J	-	25.4	17.7	16	82	RRM_1	I	-	28.2	22.5	174	243	RRM_1	P09651-Q86U42-MDD-RRM_1-RRM_1-5ifm-J-76-140-I-76-140.pdb
P09651	Q92973	1	0	Structure	2h4m	1	C	0	100.0	6.2	319	341	-	A	0	93.4	98.6	14	898	-	P09651-Q92973-EXP-2h4m.pdb1-C-0-A-0.pdb
P09651	Q9Y3C6	1	0	Dom_dom_model	6ff4	-	P	-	26.8	17.7	16	82	RRM_1	V	-	93.6	88.6	14	162	Pro_isomerase	P09651-Q9Y3C6-MDD-RRM_1-Pro_isomerase-6ff4-P-234-299-V-13-163.pdb
P09661	P14678	1	0	Structure	6ff7	1	W	0	98.8	63.5	2	163	-	m	0	84.5	35.0	4	87	-	P09661-P14678-EXP-6ff7.pdb1-W-0-m-0.pdb
P09669	P13073	1	0	Structure	5z62	1	I	0	100.0	97.3	3	75	-	D	0	100.0	85.2	26	169	-	P09669-P13073-EXP-5z62.pdb1-I-0-D-0.pdb
P09669	P20674	1	0	Structure	5z62	1	I	0	100.0	97.3	3	75	-	E	0	100.0	72.7	42	150	-	P09669-P20674-EXP-5z62.pdb1-I-0-E-0.pdb
P09681	P48546	1	0	Structure	2qkh	1	B	0	100.0	20.9	52	83	-	A	0	100.0	20.2	29	122	-	P09681-P48546-EXP-2qkh.pdb1-B-0-A-0.pdb
P09693	P0DSE2	1	0	Structure	6jxr	1	g	0	100.0	63.2	24	138	-	n	0	81.9	91.9	22	306	-	P09693-P0DSE2-EXP-6jxr.pdb1-g-0-n-0.pdb
P09693	P20963	1	0	Structure	6jxr	1	g	0	100.0	63.2	24	138	-	b	0	100.0	19.5	24	55	-	P09693-P20963-EXP-6jxr.pdb1-g-0-b-0.pdb
P09769	P10721	1	0	Model	3g0f	2	A	0	38.9	48.8	256	513	-	B	0	79.6	37.6	564	930	-	P09769-P10721-MDL-3g0f.pdb2-A-0-B-0.pdb
P09769	P43405	1	0	Model	3d7t	2	B	1	77.7	51.8	254	527	-	A	0	40.2	38.6	375	619	-	P09769-P43405-MDL-3d7t.pdb2-B-1-A-0.pdb
P09769	Q8IZP0	1	0	Model	2drm	1	B	0	41.5	10.0	84	136	-	A	0	46.3	10.6	450	503	-	P09769-Q8IZP0-MDL-2drm.pdb1-B-0-A-0.pdb
P09871	P09871	1	0	Structure	1nzi	1	B	0	99.4	22.8	18	174	-	A	0	97.5	23.1	16	174	-	P09871-P09871-EXP-1nzi.pdb1-B-0-A-0.pdb
P09871	P0C0L4	1	0	Dom_dom_model	4a5w	-	B	-	18.6	7.6	359	413	Sushi	A	-	29.2	5.3	141	233	MG2	P09871-P0C0L4-MDD-Sushi-MG2-4a5w-B-644-699-A-125-219.pdb
P09874	P09874	1	0	Structure	2riq	1	A	0	100.0	13.3	225	359	-	A	1	100.0	13.3	225	359	-	P09874-P09874-EXP-2riq.pdb1-A-0-A-1.pdb
P09874	Q9UNS1	1	0	Structure	4xhu	2	A	0	96.9	34.7	661	1012	-	B	0	100.0	7.4	1010	1098	-	P09874-Q9UNS1-EXP-4xhu.pdb2-A-0-B-0.pdb
P09884	P49642	1	0	Structure	5exr	2	G	0	94.4	76.5	338	1456	-	E	0	94.4	98.1	1	412	-	P09884-P49642-EXP-5exr.pdb2-G-0-E-0.pdb
P09884	P49643	1	0	Structure	5exr	2	G	0	94.4	76.5	338	1456	-	F	0	100.0	85.3	22	455	-	P09884-P49643-EXP-5exr.pdb2-G-0-F-0.pdb
P09884	Q14181	1	0	Structure	4y97	2	D	0	100.0	12.2	1267	1444	-	C	0	98.4	74.9	151	598	-	P09884-Q14181-EXP-4y97.pdb2-D-0-C-0.pdb
P09913	P09913	1	0	Structure	4g1t	1	B	0	96.2	94.3	8	452	-	A	0	96.2	93.6	6	447	-	P09913-P09913-EXP-4g1t.pdb1-B-0-A-0.pdb
P09913	P09914	1	0	Model	5udj	2	A	2	46.5	95.1	7	455	-	A	0	99.6	96.2	8	467	-	P09913-P09914-MDL-5udj.pdb2-A-2-A-0.pdb
P09914	P09914	1	0	Structure	5udj	2	A	0	99.6	96.2	8	467	-	A	3	99.6	96.2	8	467	-	P09914-P09914-EXP-5udj.pdb2-A-0-A-3.pdb
P09919	P09919	1	0	Structure	5gw9	5	C	0	97.6	79.2	41	204	-	A	0	97.6	79.2	41	204	-	P09919-P09919-EXP-5gw9.pdb5-C-0-A-0.pdb
P09919	Q99062	1	0	Structure	2d9q	1	A	1	98.2	82.6	37	207	-	B	0	96.7	36.6	26	331	-	P09919-Q99062-EXP-2d9q.pdb1-A-1-B-0.pdb
P09936	P09936	1	0	Structure	4jkj	4	B	1	99.6	100.0	1	223	-	B	2	99.6	100.0	1	223	-	P09936-P09936-EXP-4jkj.pdb4-B-1-B-2.pdb
P09936	P0CG47	1	0	Structure	3ifw	1	A	0	99.6	100.0	1	223	-	B	0	100.0	32.8	1	75	-	P09936-P0CG47-EXP-3ifw.pdb1-A-0-B-0.pdb
P09936	P0CG48	1	0	Structure	3ifw	1	A	0	99.6	100.0	1	223	-	B	0	100.0	10.9	381	455	-	P09936-P0CG48-EXP-3ifw.pdb1-A-0-B-0.pdb
P09960	P09960	1	0	Structure	5ni4	1	B	0	99.8	99.5	3	610	-	C	0	99.8	99.5	3	610	-	P09960-P09960-EXP-5ni4.pdb1-B-0-C-0.pdb
P09972	P09972	1	0	Structure	1xfb	2	F	0	100.0	94.0	3	344	-	E	0	100.0	94.0	3	344	-	P09972-P09972-EXP-1xfb.pdb2-F-0-E-0.pdb
P0C024	P0C024	1	0	Structure	5t3p	1	B	0	100.0	92.4	13	232	-	C	0	100.0	92.9	13	233	-	P0C024-P0C024-EXP-5t3p.pdb1-B-0-C-0.pdb
P0C0L4	P0C0L4	1	0	Structure	5jtw	2	D	0	100.0	37.3	20	670	-	E	0	96.0	37.7	757	1413	-	P0C0L4-P0C0L4-EXP-5jtw.pdb2-D-0-E-0.pdb
P0C0L4	P0C0L5	1	0	Structure	5jtw	2	E	0	96.0	37.7	757	1413	-	D	0	100.0	37.3	20	670	-	P0C0L4-P0C0L5-EXP-5jtw.pdb2-E-0-D-0.pdb
P0C0L4	Q9UKJ1	1	0	Dom_dom_model	2ice	-	D	-	27.9	4.4	235	317	MG3	T	-	16.8	33.7	37	149	V-set	P0C0L4-Q9UKJ1-MDD-MG3-V-set-2ice-D-204-286-T-5-117.pdb
P0C0S5	P0C0S5	1	0	Structure	6jou	-	G	-	99.0	79.7	18	119	-	C	-	99.1	82.8	15	120	-	P0C0S5-P0C0S5-EXP-pdb6jou.ent-G-0-C-0.pdb
P0C0S5	P57053	1	0	Model	5z30	1	G	0	99.1	85.9	11	120	-	H	0	97.8	72.2	34	124	-	P0C0S5-P57053-MDL-5z30.pdb1-G-0-H-0.pdb
P0C0S5	P58876	1	0	Model	5z30	1	G	0	99.1	85.9	11	120	-	H	0	98.9	72.2	34	124	-	P0C0S5-P58876-MDL-5z30.pdb1-G-0-H-0.pdb
P0C0S5	P62805	1	0	Structure	6jou	-	C	-	99.1	82.8	15	120	-	F	-	100.0	81.6	19	102	-	P0C0S5-P62805-EXP-pdb6jou.ent-C-0-F-0.pdb
P0C0S5	P68431	1	0	Structure	6jou	-	C	-	99.1	82.8	15	120	-	E	-	100.0	72.8	37	135	-	P0C0S5-P68431-EXP-pdb6jou.ent-C-0-E-0.pdb
P0C0S5	P84243	1	0	Structure	5b32	1	G	0	100.0	81.2	17	120	-	A	0	100.0	71.3	39	135	-	P0C0S5-P84243-EXP-5b32.pdb1-G-0-A-0.pdb
P0C0S5	Q15906	1	0	Structure	5fug	3	A	0	100.0	69.5	19	107	-	C	0	89.5	15.7	9	65	-	P0C0S5-Q15906-EXP-5fug.pdb3-A-0-C-0.pdb
P0C0S5	Q16695	1	0	Model	6jou	-	C	-	99.1	82.8	15	120	-	E	-	97.0	72.8	37	135	-	P0C0S5-Q16695-MDL-pdb6jou.ent-C-0-E-0.pdb
P0C0S5	Q16778	1	0	Structure	6jou	-	G	-	99.0	79.7	18	119	-	H	-	100.0	73.0	33	124	-	P0C0S5-Q16778-EXP-pdb6jou.ent-G-0-H-0.pdb
P0C0S5	Q5QNW6	1	0	Model	5z30	1	G	0	99.1	85.9	11	120	-	H	0	98.9	72.2	34	124	-	P0C0S5-Q5QNW6-MDL-5z30.pdb1-G-0-H-0.pdb
P0C0S5	Q93079	1	0	Model	5z30	1	G	0	99.1	85.9	11	120	-	H	0	98.9	72.2	34	124	-	P0C0S5-Q93079-MDL-5z30.pdb1-G-0-H-0.pdb
P0C0S5	Q9BTT0	1	0	Structure	4cay	1	A	0	95.6	70.3	19	108	-	C	0	100.0	8.6	215	237	-	P0C0S5-Q9BTT0-EXP-4cay.pdb1-A-0-C-0.pdb
P0C0S8	P0C0S8	1	0	Structure	6rny	1	G	0	100.0	84.6	10	119	-	C	0	100.0	84.6	10	119	-	P0C0S8-P0C0S8-EXP-6rny.pdb1-G-0-C-0.pdb
P0C0S8	P0CG47	1	0	Structure	5kgf	1	C	0	97.3	86.9	10	122	-	M	0	100.0	33.2	1	76	-	P0C0S8-P0CG47-EXP-5kgf.pdb1-C-0-M-0.pdb
P0C0S8	P55201	1	0	Structure	4qyl	4	H	0	100.0	7.7	2	11	-	D	0	99.1	9.5	628	742	-	P0C0S8-P55201-EXP-4qyl.pdb4-H-0-D-0.pdb
P0C0S8	P62805	1	0	Structure	6rny	1	C	0	100.0	84.6	10	119	-	F	0	100.0	80.6	21	103	-	P0C0S8-P62805-EXP-6rny.pdb1-C-0-F-0.pdb
P0C0S8	P62807	1	0	Structure	6rny	1	C	0	100.0	84.6	10	119	-	D	0	100.0	74.6	33	126	-	P0C0S8-P62807-EXP-6rny.pdb1-C-0-D-0.pdb
P0C0S8	P84243	1	0	Structure	6rny	1	C	0	100.0	84.6	10	119	-	E	0	100.0	71.3	40	136	-	P0C0S8-P84243-EXP-6rny.pdb1-C-0-E-0.pdb
P0C0S8	Q12888	1	0	Structure	5kgf	1	G	0	97.3	86.9	10	122	-	K	0	100.0	1.1	1611	1631	-	P0C0S8-Q12888-EXP-5kgf.pdb1-G-0-K-0.pdb
P0C0S8	Q71DI3	1	0	Structure	6fml	1	S	0	100.0	82.3	13	119	-	M	0	100.0	69.9	41	135	-	P0C0S8-Q71DI3-EXP-6fml.pdb1-S-0-M-0.pdb
P0C0S8	Q99496	1	0	Model	4r8p	1	G	0	97.2	82.3	13	119	-	N	0	89.8	35.1	16	133	-	P0C0S8-Q99496-MDL-4r8p.pdb1-G-0-N-0.pdb
P0C2W1	P63208	1	0	Dom_dom_model	1p22	-	A	-	34.1	13.6	42	82	F-box-like	B	-	100.0	27.6	113	157	Skp1	P0C2W1-P63208-MDD-F-box-like-Skp1-1p22-A-147-195-B-92-136.pdb
P0C5Z0	Q99880	1	0	Model	1eqz	1	A	0	48.0	88.7	8	109	-	B	0	94.4	85.7	19	126	-	P0C5Z0-Q99880-MDL-1eqz.pdb1-A-0-B-0.pdb
P0C6T2	P46977	1	0	Structure	6s7o	1	B	0	100.0	89.2	1	33	-	A	0	93.8	99.1	7	705	-	P0C6T2-P46977-EXP-6s7o.pdb1-B-0-A-0.pdb
P0C6T2	Q8TCJ2	1	0	Structure	6s7t	1	B	0	100.0	89.2	1	33	-	A	0	93.8	91.2	63	815	-	P0C6T2-Q8TCJ2-EXP-6s7t.pdb1-B-0-A-0.pdb
P0C7T5	P0C7T5	1	0	Model	4aqp	2	D	0	63.9	17.3	465	583	-	C	0	63.9	17.3	465	583	-	P0C7T5-P0C7T5-MDL-4aqp.pdb2-D-0-C-0.pdb
P0C7T5	P54253	1	0	Model	1oa8	2	C	0	63.2	17.0	468	584	-	D	0	100.0	16.2	562	693	-	P0C7T5-P54253-MDL-1oa8.pdb2-C-0-D-0.pdb
P0C862	P0C862	1	0	Model	6u66	1	B	0	56.1	39.0	201	330	-	C	0	56.1	39.0	201	330	-	P0C862-P0C862-MDL-6u66.pdb1-B-0-C-0.pdb
P0C862	Q15848	1	0	Model	6u66	1	C	0	56.1	39.0	201	330	-	B	0	99.3	57.8	104	244	-	P0C862-Q15848-MDL-6u66.pdb1-C-0-B-0.pdb
P0C870	P0C870	1	0	Structure	5nfo	1	B	0	99.7	100.0	1	316	-	A	0	99.7	100.0	1	316	-	P0C870-P0C870-EXP-5nfo.pdb1-B-0-A-0.pdb
P0CAP2	P30876	1	0	Structure	6drd	1	M	0	100.0	4.6	300	316	-	B	0	96.6	88.9	16	1059	-	P0CAP2-P30876-EXP-6drd.pdb1-M-0-B-0.pdb
P0CAP2	P62875	1	0	Structure	6drd	1	M	0	100.0	4.6	300	316	-	J	0	100.0	95.5	1	64	-	P0CAP2-P62875-EXP-6drd.pdb1-M-0-J-0.pdb
P0CF51	P15813	1	0	Structure	4lhu	1	G	0	99.1	64.7	1	112	-	A	0	100.0	81.2	24	295	-	P0CF51-P15813-EXP-4lhu.pdb1-G-0-A-0.pdb
P0CF51	Q6PJ56	1	0	Structure	4lfh	1	G	0	99.1	65.9	1	114	-	D	0	95.2	70.3	22	229	-	P0CF51-Q6PJ56-EXP-4lfh.pdb1-G-0-D-0.pdb
P0CG04	P0DOX3	1	0	Structure	1zvo	1	B	0	96.2	99.1	2	106	-	C	0	100.0	100.0	1	512	-	P0CG04-P0DOX3-EXP-1zvo.pdb1-B-0-C-0.pdb
P0CG29	P0CG29	1	0	Structure	4mpf	1	B	0	100.0	100.0	1	244	-	A	0	100.0	99.6	2	244	-	P0CG29-P0CG29-EXP-4mpf.pdb1-B-0-A-0.pdb
P0CG30	P0CG30	1	0	Structure	4mpg	1	B	0	99.2	100.0	1	244	-	A	0	99.2	99.6	2	244	-	P0CG30-P0CG30-EXP-4mpg.pdb1-B-0-A-0.pdb
P0CG47	P0CG47	1	0	Structure	5tog	2	A	0	87.7	31.9	1	73	-	A	1	87.7	31.9	1	73	-	P0CG47-P0CG47-EXP-5tog.pdb2-A-0-A-1.pdb
P0CG47	P0CG48	1	0	Structure	5god	1	A	0	100.0	33.2	1	76	-	B	0	100.0	11.1	1	76	-	P0CG47-P0CG48-EXP-5god.pdb1-A-0-B-0.pdb
P0CG47	P15374	1	0	Structure	1xd3	1	B	0	100.0	32.8	1	75	-	A	0	100.0	99.6	2	230	-	P0CG47-P15374-EXP-1xd3.pdb1-B-0-A-0.pdb
P0CG47	P21580	1	0	Structure	3vux	1	A	0	100.0	33.2	1	76	-	G	0	100.0	4.3	757	790	-	P0CG47-P21580-EXP-3vux.pdb1-A-0-G-0.pdb
P0CG47	P26358	1	0	Structure	5wvo	1	A	0	100.0	32.8	153	227	-	C	0	97.1	14.8	353	591	-	P0CG47-P26358-EXP-5wvo.pdb1-A-0-C-0.pdb
P0CG47	P36406	1	0	Structure	5vzw	1	C	0	100.0	33.2	77	152	-	F	0	100.0	13.4	28	104	-	P0CG47-P36406-EXP-5vzw.pdb1-C-0-F-0.pdb
P0CG47	P46934	1	0	Structure	4bbn	1	C	0	100.0	33.2	77	152	-	A	0	98.9	28.7	938	1315	-	P0CG47-P46934-EXP-4bbn.pdb1-C-0-A-0.pdb
P0CG47	P51668	1	0	Structure	4ap4	1	F	0	100.0	33.6	76	152	-	E	0	98.6	100.0	1	147	-	P0CG47-P51668-EXP-4ap4.pdb1-F-0-E-0.pdb
P0CG47	P54578	1	0	Structure	2ayo	2	B	1	100.0	32.8	77	151	-	A	1	92.0	78.1	98	483	-	P0CG47-P54578-EXP-2ayo.pdb2-B-1-A-1.pdb
P0CG47	P54725	1	0	Structure	5xbo	1	A	0	100.0	33.2	77	152	-	B	0	100.0	13.5	156	204	-	P0CG47-P54725-EXP-5xbo.pdb1-A-0-B-0.pdb
P0CG47	P54727	1	0	Model	3alb	1	D	0	100.0	33.2	1	76	-	C	0	37.5	15.6	1	64	-	P0CG47-P54727-MDL-3alb.pdb1-D-0-C-0.pdb
P0CG47	P61077	1	0	Structure	5ifr	1	B	0	100.0	32.8	1	75	-	A	0	100.0	99.3	2	147	-	P0CG47-P61077-EXP-5ifr.pdb1-B-0-A-0.pdb
P0CG47	P61086	1	0	Structure	3k9o	1	B	0	100.0	32.8	77	151	-	A	0	100.0	99.0	3	200	-	P0CG47-P61086-EXP-3k9o.pdb1-B-0-A-0.pdb
